Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
Machine Vision Indonesia,System Analyst,"Lowokwaru, Malang, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"JavaScript, Redis, IT System Analysis, NoSQL (MongoDB), Typescript, RDBMS (PostgreSQL/MySQL/MSSQL)","Maintaining and upgrading existing systems as required, Designing new computer systems and frameworks, Troubleshooting technical issues, Risk mitigation planning, Collaborating with Business Analysts, Project Leads and IT team to resolve issues and ensuring solutions are viable and consistent, Creating system guidelines and manuals for the organisation, Running training sessions and workshops on system processes, Conducting regular reviews of systems and generating reports on efficiencies and improvement areas, Structuring and prioritising business requirements and communicating plans with stakeholders for review and approva",https://glints.com/id/opportunities/jobs/system-analyst/3f8a82b7-896c-41f6-9e83-f13472226968?utm_referrer=explore
Gooritss Indonesia Sejahtera,Sales IT Hardware,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Communication and Customer Service skills, Sales experience, Ability to provide training and support to customers, Sales Management experience, Experience in the IT hardware industry, Excellent interpersonal and relationship-building skills, Ability to work independently and as part of a team, Bachelor's degree in Business, Marketing, or related field",https://glints.com/id/opportunities/jobs/sales-it-hardware/cf70ad8a-b745-4dcc-ad7a-481fc0ff3247?utm_referrer=explore
PT. Paketindo Sentosa Raya,Kurir,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Google Maps, memiliki kendaraan bermotor, Loyal, Berdedikasi,  Inisiatif, Time Management","Melakukan pickup dan delivery paket sesuai dengan jadwal yang dibuat oleh atasan, Memastikan dan mem-verifikasi penerima barang sesuai dengan yang tertera pada label paket, Melakukan scan update pada aplikasi kurir secara real time",https://glints.com/id/opportunities/jobs/kurir/87811677-d11a-4240-bee4-4d6b0cc6b0d9?utm_referrer=explore
PT Swakarya Insan Mandiri,Hospital Admissions Excellent English Communication,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia","Rp4,9jt-Rp5,1jt",Penuh Waktu,,"Patient Registration: Registering and admitting new patients to the healthcare facility. This includes collecting and verifying patient information, such as name, address, date of birth, contact details, and insurance information., Medical Information Collection: Gathering essential medical information, including prior medical history, allergies, and current medical conditions. This information is vital for proper patient care and treatment planning., Identity Verification: Ensuring the accurate identification of patients by checking official identification documents to prevent errors in patient care., Coordination with Medical Team: Collaborating with medical staff, nurses, and doctors to ensure patients are directed to the appropriate departments or units for their care., Document Administration: Managing administrative documents, such as admission forms, medical consent forms, and insurance documentation. Ensuring these documents are completed accurately and in compliance with hospital policies., Financial Verification: Verifying patients' insurance coverage, collecting co-payments, and providing information regarding treatment costs and payment options., Customer Service: Providing excellent customer service to patients and their families, addressing inquiries, and offering assistance during the admission process., Scheduling: Coordinating and scheduling patient appointments, tests, or procedures as necessary., Collaboration with Financial and Insurance Entities: Coordinating with the hospital's financial department, insurance companies, and financial institutions as required to secure payment for medical services., Privacy and Compliance: Ensuring that patient information is handled and maintained in compliance with healthcare privacy regulations and hospital policies., Record Keeping: Maintaining electronic and physical patient records, keeping accurate and up-to-date information for reference and future use.",https://glints.com/id/opportunities/jobs/hospital-admissions-excellent-english-communication/2d59f98d-2337-451a-8ca6-28918eba4dbe?utm_referrer=explore
Oto.com,Telesales Executive,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Harian,"Customer Service, Negotiation Skill, Good Communication Skills",,https://glints.com/id/opportunities/jobs/telesales-executive/ed9ce402-cc7a-42b6-8277-895ce0e8eab0?utm_referrer=explore
CV Teknologi Berjaya,Marketing,"Sanan Wetan, Blitar, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Komunikatif, Marketing, Kreatif Dan Inovatif","Pria, Pendidikan SMA/Sederajat, Pengalaman minimal 1 tahun, Komunikatif, kreatif dan inovatif, Disiplin, cekatan, rajin, Terbiasa dengan target dan deadline, Memiliki kemauan untuk berkembang",https://glints.com/id/opportunities/jobs/marketing/3a008e5f-f515-4d9b-9ff8-df77ac12a144?utm_referrer=explore
CV Teknologi Berjaya,Teknisi Listrik,"Rungkut, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"K3 Kelistrikan, Dapat Bekerja Individu Maupun Tim, Teknisi Listrik","Pria, Pendidikan SMK/Sederajat, Pengalaman minimal 1 tahun, Mampu bekerja secara mandiri dan team, Disiplin, jujur dan bertanggungjawab, Menguasai dasar Ilmu Kelistrikan",https://glints.com/id/opportunities/jobs/teknisi-listrik/f07b49f0-d7c8-473a-9d93-59755b4d96bc?utm_referrer=explore
CV Teknologi Berjaya,Teknisi Listrik,"Sanan Wetan, Blitar, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pria, Pendidikan SMK/Sederajat, Pengalaman minimal 1 tahun, Mampu bekerja secara mandiri dan team, Disiplin, jujur dan bertanggungjawab, Menguasai dasar Ilmu Kelistrikan",https://glints.com/id/opportunities/jobs/teknisi-listrik/37cdbfe2-6c89-4c0b-a3c2-f71a953552b0?utm_referrer=explore
Skolla EdTech,Mobile Developer (Fulltime),"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Design, develop and maintain mobile applications for Android and iOS platforms, Collaborate with UI/UX designers to ensure a visually appealing and user-friendly interface, Debug and troubleshoot problems within the mobile applications, Create and maintain documentation for code, technical specifications, and application architecture, Perform code reviews and optimization to ensure maximum performance and quality of the application, Utilize cross-platform development tools and technologies, Follow security best practices to protect data and application integrity",https://glints.com/id/opportunities/jobs/mobile-developer-fulltime/086f79e0-188d-4b9d-a458-21a0fbfce9b6?utm_referrer=explore
CV Teknologi Berjaya,Teknisi Las,"Rungkut, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Welder, Gerinda, Menggunakan Mesin Las","Pria, Pendidikan SMA/Sederajat, Pengalaman minimal 1 tahun, Disiplin, jujur dan bertanggungjawab, Memiliki keterampilan menggunakan mesin las, gerinda dan cutting machine",https://glints.com/id/opportunities/jobs/teknisi-las/f28c670d-f3ed-46b9-8a70-c1ca56b3514c?utm_referrer=explore
PT ESBI BATARA NIAGA INDONESIA,Sales & Marketing Specialist,"Cilodong, Depok, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pendidikan min SMA/SMK, D3/S1 (jurusan lainnya yang relevan), Pria/Wanita maks 35 thn, Minimal 1 tahun pengalaman marketing dan sudah memiliki jaringan dalam bidang kesehatan/produk obat-obatan herbal, Memiliki pengalaman dalam marketing online dan offline, terutama B2B, Memiliki pengalaman menangani suatu brand/merk, Mempunyai kemampuan komunikasi yang baik, Mampu bekerja individu/dalam tim, siap bekerja dibawah tekanan (target oriented), Mencari customer yang berpotensi pada penjualan, Menghubungi customer baru dan lama untuk membangun relasi bertujuan pada prospek penjualan, Membuat strategy/marketing plan untuk pencapaian target disertakan dengan laporan harian, mingguan dan bulanan, Memiliki pengalaman dalam market development menjadi nilai plus., Memiliki attitude yang baik dan berkemauan tinggi, Berdomisili di Depok dan sekitarnya (lebih diutamakan)",https://glints.com/id/opportunities/jobs/sales-and-marketing-specialist/f157074b-3b7f-4853-aacd-da1d3eb4f63f?utm_referrer=explore
CV Teknologi Berjaya,Teknisi Las,"Sanan Wetan, Blitar, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pria, Pendidikan SMA/Sederajat, Pengalaman minimal 1 tahun, Disiplin, jujur dan bertanggungjawab, Memiliki keterampilan menggunakan mesin las, gerinda dan cutting machine",https://glints.com/id/opportunities/jobs/teknisi-las/c130e622-8e9a-4cfd-8449-9b5b4c19a32a?utm_referrer=explore
CV Teknologi Berjaya,Marketing,"Rungkut, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pria, Pendidikan SMA/Sederajat, Pengalaman minimal 1 tahun, Komunikatif, kreatif dan inovatif, Disiplin, cekatan, rajin, Terbiasa dengan target dan deadline, Memiliki kemauan untuk berkembang",https://glints.com/id/opportunities/jobs/marketing/83a6dee7-9e4d-45f6-a374-1ad47207859f?utm_referrer=explore
AsiaQuest Indonesia,[Middle-Senior] Data Engineer,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Business Analysis, Data Analysis, Data Mining","Majoring in IT, max 35 years old., Have at least 3+ years of professional experience in Data Science, Data Analytics, Business Analytics, or related field working with data, Unafraid to deal with large, dirty, and messy data and can create ETL to clean and make the data workable – Amazing problem solver (e.g., RapidMiner), Strong problem solving, quantitative, and analytical skills, Solid knowledge of Data Science and Machine Learning fundamentals, with proven experience formulating Data Science solutions to business problems, Expected to have strong leadership skills and the ability to mentor and guide junior team members. Collaborating effectively with cross-functional teams and leading data science initiatives are valuable attributes., Proven ability to recognize business needs and to communicate with multiple stakeholders within the Product Management, Business and Operations teams, Proficiency in programming is a must, especially in languages like Python or R. You should be able to master and utilize various data science libraries and frameworks such as TensorFlow, PyTorch, scikit-learn, or Spark. Experience in software development and an understanding of software engineering principles are also appreciated., Knowledgeable in SQL, data visualization using tools like Tableau, Past participation in science Olympiad or Kaggle is a plus, Willing to be placed in Jakarta or other company office including project on client side",https://glints.com/id/opportunities/jobs/middle-senior-data-engineer/f8540953-3446-4e67-9c28-fa17c29b462f?utm_referrer=explore
Brightlook.id,Public Relation & KOL Specialist,"Tambaksari, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Membuat ide kampanye/ promosi untuk KOL atau influencer, Mengelola komunikasi dan membangun hubungan dengan media, KOL dan agensi pihak ketiga untuk ikut berkolaborasi dalam berbagai kampanye/ promosi, Mencari dan mengidentifikasi KOL di berbagai platform digital, Melakukan negosiasi dan berkoordinasi dengan KOL untuk budget dan jadwal secara tepat untuk memastikan kesepakatan yang saling menguntungkan, Analisis & Mengelola kinerja KOL secara keseluruhan untuk membuat konten dan desain media sosial yang menarik, Berkolaborasi dengan anggota tim untuk memulai dan melaksanakan kampanye promosi",https://glints.com/id/opportunities/jobs/public-relation-and-kol-specialist/c0b1e674-0f90-4ba4-9d8b-1d805392fe28?utm_referrer=explore
MyRepublic Jawa Timur,Account Executive Banyuwangi MyRepublic,"Banyuwangi, Kab. Banyuwangi, Jawa Timur, Indonesia","Rp1,9jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/account-executive-banyuwangi-myrepublic/87f5069a-8022-4a9b-9169-fe8ec37f1b23?utm_referrer=explore
PT Cyber Futures Jakarta,Admin Sales Konsultant,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Rp2jt-Rp5jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/admin-sales-konsultant/bb3cb018-4e91-4f15-8604-c7077ef4cbd5?utm_referrer=explore
Moori Family Massage,Therapis Spa Professional,"Tangerang, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pengalaman tidak diperlukan, Siap mengikuti pelatihan 2 bulan, Siap ditempatkan di cabang Moori Family Massage",https://glints.com/id/opportunities/jobs/therapis-spa-professional/ba054194-7d60-4cfd-b3ed-244f543f13b1?utm_referrer=explore
CV Teknologi Berjaya,Electrical Engineer,"Sanan Wetan, Blitar, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pria, Pendidikan D3/S1 Teknik, Pengalaman minimal 1 tahun, Memahami cara troubleshooting listrik dan mengerti kelistrikan arus kuat, Dapat membaca dan memahami Wiring Diagram, Mampu bekerja secara mandiri dan team, Disipilin, jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/electrical-engineer/4b9e4178-b4f8-4e63-800a-47250a8c75ef?utm_referrer=explore
CV Teknologi Berjaya,Electrical Engineer,"Rungkut, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pria, Pendidikan D3/S1 Teknik, Pengalaman minimal 1 tahun, Memahami cara troubleshooting listrik dan mengerti kelistrikan arus kuat, Dapat membaca dan memahami Wiring Diagram, Mampu bekerja secara mandiri dan team, Disipilin, jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/electrical-engineer/b1cbe283-00e2-406f-bd28-679e2cfb5160?utm_referrer=explore
L'essence Clinic,Cafe Manager,"Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Bertanggung Jawab, Leadership, Ms Office, Manager","Pria, Min D3, Usia 22-27 tahun, Jujur, Mampu berkomunikasi dengan baik, Ramah, Berinisiatif tinggi, Bersemangat kerja tinggi, Mampu multitasking, Familiar dengan Ms. Office dan familiar digital tools, Mampu mengatur inventory stock dan membuat laporan, mampu mengontrol standar perusahaan dan pelayanan",https://glints.com/id/opportunities/jobs/cafe-manager/a7d88189-5560-4bed-8090-02eb7f5e1af4?utm_referrer=explore
PT. Carissa Mega Pesona,Area Sales Promotion Coordinator,"Samarinda Kota, Samarinda, Kalimantan Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Bertanggung jawab atas pencapaian target area dan perkembangan distribusi area, Menjalin hubungan dan kerjasama yang baik dengan outlet dan channel penjualan, Melakukan kontrol dan memastikan pencapaian target tim promosi, Bertanggung jawab untuk perencanaaan dan pelaksanaan program promosi dan sales",https://glints.com/id/opportunities/jobs/area-sales-promotion-coordinator/f9e16f4e-93bb-4b3d-8ace-5d29dbaca241?utm_referrer=explore
PT. Carissa Mega Pesona,Area Sales Promotion Coordinator Jatim,"Tenggilis Mejoyo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Bertanggung jawab atas pencapaian target area dan perkembangan distribusi area, Menjalin hubungan dan kerjasama yang baik dengan outlet dan channel penjualan, Melakukan kontrol dan memastikan pencapaian target tim promosi, Bertanggung jawab untuk perencanaaan dan pelaksanaan program promosi dan sales",https://glints.com/id/opportunities/jobs/area-sales-promotion-coordinator-jatim/177a98f3-4786-4b74-be9b-70e8cdbca624?utm_referrer=explore
PT Rajawali Berdikari Indonesia,Contact Center Agent,"Kapanewon Mlati, Kab. Sleman, DI Yogyakarta, Indonesia","Rp2jt-Rp2,5jt",Kontrak,,"Menangani pertanyaan dan permasalahan pelanggan., Membantu menyelesaikan masalah yang dihadapi pelanggan., Menjaga CSAT dan AHT, sesuai dengan target SLA., berkoordinasi dengan team terkait, untuk menyelesaikan masalah pelanggan.",https://glints.com/id/opportunities/jobs/contact-center-agent/c9759b13-7de8-402f-b41e-e6b95cf356e6?utm_referrer=explore
PT. Anugrah Inovasi Makmur Indonesia,Ads Specialist,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Merencanakan, mengembangkan dan membuat kampanye iklan digital, Set up dan budgeting ads di media sosial, Memimpin brand digital campaign, Mengimplementasikan dan memonitor kampanye digital dan sosial media secara regular, terukur dan revisi kampanye sesuai dengan performa untuk optimasi ROI, Berkolaborasi dengan tim dalam membuat brief tentang content yang relevan dengan brand, Handle operasi digital marketing tiap harinya",https://glints.com/id/opportunities/jobs/ads-specialist/ab400f45-6b94-4e7d-a0e1-8a067a6d47de?utm_referrer=explore
PT Multi Welindo,Admin Sales,"Benda, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/admin-sales/38203593-1099-44db-92c0-0c741f93fdbf?utm_referrer=explore
The Voletta Studio,Florist Assistant,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Rp2jt-Rp3jt,Penuh Waktu,,"Memiliki ketertarikan dengan ilmu floral arrangement (merangkai bunga), Social media enthusiast dan memahami tren terutama di platform Instagram & Tiktok, Mampu bekerja sama dalam tim dan di bawah tekanan, Memiliki inisiatif dan kreativitas yang tinggi, Pendidikan minimal SMA/sederajat, Memiliki pengalaman/pengetahuan di bidang floral industry merupakan nilai tambah, Jika tidak memiliki pengalaman merangkai bunga, perusahaan akan memberikan pelatihan intensif, Domisili daerah Tanjung Duren, Jakarta Barat, atau sekitarnya diutamakan",https://glints.com/id/opportunities/jobs/florist-assistant/de4719c4-6239-4e9a-be94-2b792ba23bb0?utm_referrer=explore
PT Wadah Arta Agung,DRAFTER INTERNSHIP / MAGANG DRAFTER,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"AutoCAD, Interior Design, Product Design",,https://glints.com/id/opportunities/jobs/drafter-internship-magang-drafter/a9eff1f2-281f-49a5-b7de-0571ce8458f7?utm_referrer=explore
